  9.90000000E-03  1.01000000E-02
  1.96990000E-02  2.02990000E-02
  2.93960100E-02  3.05959900E-02
  3.89900501E-02  4.09899501E-02
  4.84801506E-02  5.14798506E-02
  5.78653521E-02  6.20646521E-02
  6.71447056E-02  7.27433056E-02
  7.63172725E-02  8.35147527E-02
  8.53821250E-02  9.43779254E-02
  9.43383457E-02  1.05331747E-01
  1.03185028E-01  1.16375130E-01
  1.11921277E-01  1.27506980E-01
  1.20546207E-01  1.38726193E-01
  1.29058945E-01  1.50031655E-01
  1.37458629E-01  1.61422245E-01
  1.45744406E-01  1.72896831E-01
  1.53915438E-01  1.84454275E-01
  1.61970895E-01  1.96093429E-01
  1.69909961E-01  2.07813138E-01
  1.77731829E-01  2.19612238E-01
  1.85435707E-01  2.31489556E-01
  1.93020812E-01  2.43443913E-01
  2.00486372E-01  2.55474121E-01
  2.07831631E-01  2.67578985E-01
  2.15055841E-01  2.79757301E-01
  2.22158268E-01  2.92007860E-01
  2.29138190E-01  3.04329443E-01
  2.35994895E-01  3.16720824E-01
  2.42727687E-01  3.29180773E-01
  2.49335879E-01  3.41708050E-01
  2.55818799E-01  3.54301409E-01
  2.62175785E-01  3.66959597E-01
  2.68406189E-01  3.79681355E-01
  2.74509375E-01  3.92465417E-01
  2.80484721E-01  4.05310511E-01
  2.86331616E-01  4.18215358E-01
  2.92049462E-01  4.31178674E-01
  2.97637676E-01  4.44199169E-01
  3.03095684E-01  4.57275545E-01
  3.08422928E-01  4.70406502E-01
  3.13618863E-01  4.83590731E-01
  3.18682956E-01  4.96826920E-01
  3.23614687E-01  5.10113750E-01
  3.28413549E-01  5.23449897E-01
  3.33079050E-01  5.36834032E-01
  3.37610710E-01  5.50264823E-01
  3.42008062E-01  5.63740930E-01
  3.46270653E-01  5.77261010E-01
  3.50398043E-01  5.90823717E-01
  3.54389805E-01  6.04427697E-01
  3.58245528E-01  6.18071595E-01
  3.61964812E-01  6.31754051E-01
  3.65547272E-01  6.45473699E-01
  3.68992535E-01  6.59229171E-01
  3.72300243E-01  6.73019097E-01
  3.75470052E-01  6.86842099E-01
  3.78501631E-01  7.00696800E-01
  3.81394663E-01  7.14581816E-01
  3.84148845E-01  7.28495763E-01
  3.86763888E-01  7.42437251E-01
  3.89239515E-01  7.56404890E-01
  3.91575466E-01  7.70397285E-01
  3.93771493E-01  7.84413040E-01
  3.95827363E-01  7.98450755E-01
  3.97742855E-01  8.12509028E-01
  3.99517765E-01  8.26586457E-01
  4.01151900E-01  8.40681635E-01
  4.02645084E-01  8.54793154E-01
  4.03997153E-01  8.68919604E-01
  4.05207957E-01  8.83059576E-01
  4.06277361E-01  8.97211655E-01
  4.07205244E-01  9.11374429E-01
  4.07991500E-01  9.25546482E-01
  4.08636035E-01  9.39726397E-01
  4.09138771E-01  9.53912757E-01
  4.09499644E-01  9.68104145E-01
  4.09718602E-01  9.82299141E-01
  4.09795611E-01  9.96496327E-01
  4.09730647E-01  1.01069428E+00
  4.09523705E-01  1.02489159E+00
  4.09174789E-01  1.03908683E+00
  4.08683920E-01  1.05327857E+00
  4.08051135E-01  1.06746541E+00
  4.07276481E-01  1.08164593E+00
  4.06360021E-01  1.09581869E+00
  4.05301834E-01  1.10998229E+00
  4.04102012E-01  1.12413531E+00
  4.02760658E-01  1.13827633E+00
  4.01277895E-01  1.15240394E+00
  3.99653856E-01  1.16651671E+00
  3.97888689E-01  1.18061325E+00
  3.95982556E-01  1.19469214E+00
  3.93935635E-01  1.20875197E+00
  3.91748115E-01  1.22279132E+00
  3.89420202E-01  1.23680880E+00
  3.86952114E-01  1.25080300E+00
  3.84344084E-01  1.26477253E+00
  3.81596359E-01  1.27871597E+00
  3.78709199E-01  1.29263193E+00
  3.75682880E-01  1.30651902E+00
  3.72517689E-01  1.32037585E+00
  3.69213931E-01  1.33420103E+00
  3.65771921E-01  1.34799317E+00
  3.62191989E-01  1.36175089E+00
  3.58474480E-01  1.37547281E+00
  3.54619752E-01  1.38915755E+00
  3.50628176E-01  1.40280375E+00
  3.46500139E-01  1.41641003E+00
  3.42236039E-01  1.42997503E+00
  3.37836288E-01  1.44349739E+00
  3.33301314E-01  1.45697576E+00
  3.28631557E-01  1.47040877E+00
  3.23827469E-01  1.48379508E+00
  3.18889518E-01  1.49713336E+00
  3.13818185E-01  1.51042225E+00
  3.08613962E-01  1.52366044E+00
  3.03277358E-01  1.53684658E+00
  2.97808892E-01  1.54997935E+00
  2.92209099E-01  1.56305744E+00
  2.86478524E-01  1.57607953E+00
  2.80617729E-01  1.58904431E+00
  2.74627286E-01  1.60195049E+00
  2.68507781E-01  1.61479676E+00
  2.62259813E-01  1.62758184E+00
  2.55883995E-01  1.64030444E+00
  2.49380950E-01  1.65296328E+00
  2.42751318E-01  1.66555709E+00
  2.35995747E-01  1.67808460E+00
  2.29114901E-01  1.69054456E+00
  2.22109455E-01  1.70293571E+00
  2.14980098E-01  1.71525680E+00
  2.07727530E-01  1.72750660E+00
  2.00352464E-01  1.73968388E+00
  1.92855625E-01  1.75178740E+00
  1.85237751E-01  1.76381596E+00
  1.77499592E-01  1.77576834E+00
  1.69641908E-01  1.78764333E+00
  1.61665475E-01  1.79943975E+00
  1.53571077E-01  1.81115641E+00
  1.45359513E-01  1.82279212E+00
  1.37031592E-01  1.83434571E+00
  1.28588135E-01  1.84581603E+00
  1.20029975E-01  1.85720191E+00
  1.11357955E-01  1.86850221E+00
  1.02572933E-01  1.87971579E+00
  9.36757754E-02  1.89084152E+00
  8.46673602E-02  1.90187828E+00
  7.55485775E-02  1.91282495E+00
  6.63203280E-02  1.92368044E+00
  5.69835236E-02  1.93444364E+00
  4.75390872E-02  1.94511348E+00
  3.79879524E-02  1.95568887E+00
  2.83310638E-02  1.96616875E+00
  1.85693763E-02  1.97655206E+00
  8.70385574E-03  1.98683775E+00
 -1.26452176E-03  1.99702479E+00
 -1.13347696E-02  2.00711214E+00
 -2.15058911E-02  2.01709880E+00
 -3.17768790E-02  2.02698374E+00
 -4.21467164E-02  2.03676597E+00
 -5.26143761E-02  2.04644450E+00
 -6.31788211E-02  2.05601836E+00
 -7.38390047E-02  2.06548657E+00
 -8.45938704E-02  2.07484818E+00
 -9.54423522E-02  2.08410224E+00
 -1.06383375E-01  2.09324782E+00
 -1.17415853E-01  2.10228398E+00
 -1.28538693E-01  2.11120982E+00
 -1.39750791E-01  2.12002444E+00
 -1.51051035E-01  2.12872693E+00
 -1.62438304E-01  2.13731642E+00
 -1.73911469E-01  2.14579204E+00
 -1.85469389E-01  2.15415292E+00
 -1.97110918E-01  2.16239823E+00
 -2.08834901E-01  2.17052712E+00
 -2.20640172E-01  2.17853877E+00
 -2.32525559E-01  2.18643237E+00
 -2.44489883E-01  2.19420711E+00
 -2.56531954E-01  2.20186221E+00
 -2.68650576E-01  2.20939689E+00
 -2.80844545E-01  2.21681039E+00
 -2.93112649E-01  2.22410194E+00
 -3.05453669E-01  2.23127082E+00
 -3.17866377E-01  2.23831628E+00
 -3.30349540E-01  2.24523762E+00
 -3.42901916E-01  2.25203412E+00
 -3.55522257E-01  2.25870510E+00
 -3.68209308E-01  2.26524988E+00
 -3.80961807E-01  2.27166779E+00
 -3.93778485E-01  2.27795817E+00
 -4.06658066E-01  2.28412038E+00
 -4.19599270E-01  2.29015380E+00
 -4.32600808E-01  2.29605781E+00
 -4.45661386E-01  2.30183180E+00
 -4.58779704E-01  2.30747519E+00
 -4.71954456E-01  2.31298739E+00
 -4.85184330E-01  2.31836785E+00
 -4.98468008E-01  2.32361600E+00
 -5.11804168E-01  2.32873132E+00
 -5.25191482E-01  2.33371328E+00
 -5.38628614E-01  2.33856137E+00
 -5.52114228E-01  2.34327508E+00
 -5.65646979E-01  2.34785394E+00
 -5.79225518E-01  2.35229747E+00
 -5.92848493E-01  2.35660521E+00
 -6.06514545E-01  2.36077673E+00
 -6.20222312E-01  2.36481158E+00
 -6.33970428E-01  2.36870936E+00
 -6.47757522E-01  2.37246965E+00
 -6.61582218E-01  2.37609208E+00
 -6.75443139E-01  2.37957626E+00
 -6.89338902E-01  2.38292183E+00
 -7.03268120E-01  2.38612844E+00
 -7.17229404E-01  2.38919576E+00
 -7.31221362E-01  2.39212346E+00
 -7.45242596E-01  2.39491125E+00
 -7.59291709E-01  2.39755882E+00
 -7.73367297E-01  2.40006590E+00
 -7.87467956E-01  2.40243223E+00
 -8.01592279E-01  2.40465755E+00
 -8.15738854E-01  2.40674163E+00
 -8.29906270E-01  2.40868424E+00
 -8.44093113E-01  2.41048518E+00
 -8.58297965E-01  2.41214425E+00
 -8.72519407E-01  2.41366127E+00
 -8.86756020E-01  2.41503607E+00
 -9.01006380E-01  2.41626851E+00
 -9.15269066E-01  2.41735845E+00
