  1.28396350E-02  3.03963500E-03
  2.83858934E-02  9.02156226E-03
  4.64944921E-02  1.78355001E-02
  6.70107126E-02  2.93589601E-02
  8.97702660E-02  4.34580166E-02
  1.14600182E-01  5.99881104E-02
  1.41319718E-01  7.87948818E-02
  1.69741286E-01  9.97150302E-02
  1.99671386E-01  1.22577195E-01
  2.30911555E-01  1.47202853E-01
  2.63259317E-01  1.73407233E-01
  2.96509128E-01  2.01000237E-01
  3.30453323E-01  2.29787366E-01
  3.64883055E-01  2.59570652E-01
  3.99589217E-01  2.90149587E-01
  4.34363359E-01  3.21322039E-01
  4.68998572E-01  3.52885171E-01
  5.03290367E-01  3.84636334E-01
  5.37037515E-01  4.16373955E-01
  5.70042865E-01  4.47898396E-01
  6.02114134E-01  4.79012797E-01
  6.33064660E-01  5.09523886E-01
  6.62714117E-01  5.39242767E-01
  6.90889195E-01  5.67985674E-01
  7.17424243E-01  5.95574689E-01
  7.42161863E-01  6.21838424E-01
  7.64953465E-01  6.46612670E-01
  7.85659776E-01  6.69740996E-01
  8.04151302E-01  6.91075316E-01
  8.20308740E-01  7.10476408E-01
  8.34023350E-01  7.27814382E-01
  8.45197268E-01  7.42969114E-01
  8.53743779E-01  7.55830626E-01
  8.59587530E-01  7.66299415E-01
  8.62664708E-01  7.74286745E-01
  8.62923152E-01  7.79714879E-01
  8.60322431E-01  7.82517268E-01
  8.54833865E-01  7.82638692E-01
  8.46440502E-01  7.80035355E-01
  8.35137047E-01  7.74674922E-01
  8.20929746E-01  7.66536525E-01
  8.03836230E-01  7.55610709E-01
  7.83885306E-01  7.41899340E-01
  7.61116719E-01  7.25415471E-01
  7.35580869E-01  7.06183156E-01
  7.07338487E-01  6.84237236E-01
  6.76460282E-01  6.59623074E-01
  6.43026553E-01  6.32396262E-01
  6.07126765E-01  6.02622282E-01
  5.68859101E-01  5.70376143E-01
  5.28329986E-01  5.35741982E-01
  4.85653584E-01  4.98812632E-01
  4.40951277E-01  4.59689170E-01
  3.94351120E-01  4.18480435E-01
  3.45987286E-01  3.75302521E-01
  2.95999485E-01  3.30278259E-01
  2.44532384E-01  2.83536671E-01
  1.91735007E-01  2.35212414E-01
  1.37760137E-01  1.85445210E-01
  8.27637013E-02  1.34379267E-01
  2.69041708E-02  8.21626877E-02
 -2.96580542E-02  2.89468769E-02
 -8.67612485E-02 -2.51140549E-02
 -1.44242962E-01 -7.98638899E-02
 -2.01940616E-01 -1.35144899E-01
 -2.59692084E-01 -1.90798433E-01
 -3.17336266E-01 -2.46665510E-01
 -3.74713646E-01 -3.02587391E-01
 -4.31666837E-01 -3.58406150E-01
 -4.88041107E-01 -4.13965223E-01
 -5.43684883E-01 -4.69109954E-01
 -5.98450240E-01 -5.23688115E-01
 -6.52193364E-01 -5.77550411E-01
 -7.04774992E-01 -6.30550971E-01
 -7.56060828E-01 -6.82547807E-01
 -8.05921932E-01 -7.33403261E-01
 -8.54235086E-01 -7.82984421E-01
 -9.00883123E-01 -8.31163516E-01
 -9.45755238E-01 -8.77818282E-01
 -9.88747265E-01 -9.22832305E-01
 -1.02976192E+00 -9.66095331E-01
 -1.06870903E+00 -1.00750355E+00
 -1.10550570E+00 -1.04695986E+00
 -1.14007649E+00 -1.08437409E+00
 -1.17235353E+00 -1.11966317E+00
 -1.20227662E+00 -1.15275134E+00
 -1.22979330E+00 -1.18357027E+00
 -1.25485887E+00 -1.21205915E+00
 -1.27743642E+00 -1.23816478E+00
 -1.29749679E+00 -1.26184164E+00
 -1.31501853E+00 -1.28305187E+00
 -1.32998782E+00 -1.30176528E+00
 -1.34239838E+00 -1.31795931E+00
 -1.35225131E+00 -1.33161897E+00
 -1.35955496E+00 -1.34273674E+00
 -1.36432478E+00 -1.35131246E+00
 -1.36658306E+00 -1.35735319E+00
 -1.36635875E+00 -1.36087306E+00
 -1.36368723E+00 -1.36189303E+00
 -1.35861003E+00 -1.36044076E+00
 -1.35117458E+00 -1.35655032E+00
 -1.34143388E+00 -1.35026198E+00
 -1.32944625E+00 -1.34162192E+00
 -1.31527498E+00 -1.33068199E+00
 -1.29898802E+00 -1.31749938E+00
 -1.28065762E+00 -1.30213631E+00
 -1.26036004E+00 -1.28465977E+00
 -1.23817513E+00 -1.26514112E+00
 -1.21418604E+00 -1.24365580E+00
 -1.18847880E+00 -1.22028298E+00
 -1.16114203E+00 -1.19510519E+00
 -1.13226650E+00 -1.16820799E+00
 -1.10194485E+00 -1.13967962E+00
 -1.07027118E+00 -1.10961062E+00
 -1.03734071E+00 -1.07809348E+00
 -1.00324944E+00 -1.04522232E+00
 -9.68093782E-01 -1.01109247E+00
 -9.31970267E-01 -9.75800187E-01
 -8.94975181E-01 -9.39442297E-01
 -8.57204268E-01 -9.02115840E-01
 -8.18752416E-01 -8.63917760E-01
 -7.79713365E-01 -8.24944584E-01
 -7.40179425E-01 -7.85292112E-01
 -7.00241208E-01 -7.45055125E-01
 -6.59987371E-01 -7.04327093E-01
 -6.19504379E-01 -6.63199911E-01
 -5.78876280E-01 -6.21763632E-01
 -5.38184495E-01 -5.80106229E-01
 -4.97507626E-01 -5.38313364E-01
 -4.56921283E-01 -4.96468168E-01
 -4.16497923E-01 -4.54651053E-01
 -3.76306707E-01 -4.12939519E-01
 -3.36413381E-01 -3.71407998E-01
 -2.96880164E-01 -3.30127697E-01
 -2.57765663E-01 -2.89166473E-01
 -2.19124797E-01 -2.48588713E-01
 -1.81008747E-01 -2.08455241E-01
 -1.43464913E-01 -1.68823235E-01
 -1.06536896E-01 -1.29746162E-01
 -7.02644922E-02 -9.12737375E-02
 -3.46837056E-02 -5.34518877E-02
  1.73227833E-04 -1.63227417E-02
  3.42777974E-02  2.00753693E-02
  6.76051619E-02  5.57078935E-02
  1.00134080E-01  9.05440260E-02
  1.31846826E-01  1.24556662E-01
  1.62729098E-01  1.57722335E-01
  1.92769907E-01  1.90021144E-01
  2.21961462E-01  2.21436665E-01
  2.50299039E-01  2.51955854E-01
