  1.02000000E-02  9.80000000E-03
  2.88648354E-02  1.76669901E-02
  4.76675322E-02  2.42549739E-02
  6.58177319E-02  2.98801610E-02
  8.32847180E-02  3.47133900E-02
  1.00121236E-01  3.88621892E-02
  1.16383819E-01  4.24015397E-02
  1.32120917E-01  4.53875105E-02
  1.47372306E-01  4.78641833E-02
  1.62170459E-01  4.98675405E-02
  1.76542013E-01  5.14278190E-02
  1.90508997E-01  5.25710221E-02
  2.04089775E-01  5.33199366E-02
  2.17299788E-01  5.36948433E-02
  2.30152108E-01  5.37140303E-02
  2.42657883E-01  5.33941722E-02
  2.54826670E-01  5.27506178E-02
  2.66666715E-01  5.17976125E-02
  2.78185162E-01  5.05484723E-02
  2.89388233E-01  4.90157235E-02
  3.00281367E-01  4.72112148E-02
  3.10869341E-01  4.51462089E-02
  3.21156365E-01  4.28314588E-02
  3.31146165E-01  4.02772705E-02
  3.40842050E-01  3.74935564E-02
  3.50246973E-01  3.44898804E-02
  3.59363576E-01  3.12754956E-02
  3.68194237E-01  2.78593778E-02
  3.76741106E-01  2.42502538E-02
  3.85006133E-01  2.04566258E-02
  3.92991102E-01  1.64867929E-02
  4.00697647E-01  1.23488700E-02
  4.08127283E-01  8.05080415E-03
  4.15281416E-01  3.60038936E-03
  4.22161364E-01 -9.94720736E-04
  4.28768371E-01 -5.72700135E-03
  4.35103619E-01 -1.05890463E-02
  4.41168243E-01 -1.55735590E-02
  4.46963334E-01 -2.06733442E-02
  4.52489959E-01 -2.58813007E-02
  4.57749159E-01 -3.11904147E-02
  4.62741963E-01 -3.65937540E-02
  4.67469394E-01 -4.20844625E-02
  4.71932472E-01 -4.76557554E-02
  4.76132224E-01 -5.33009148E-02
  4.80069685E-01 -5.90132856E-02
  4.83745907E-01 -6.47862722E-02
  4.87161959E-01 -7.06133346E-02
  4.90318933E-01 -7.64879859E-02
  4.93217948E-01 -8.24037893E-02
  4.95860152E-01 -8.83543555E-02
  4.98246726E-01 -9.43333406E-02
  5.00378884E-01 -1.00334444E-01
  5.02257881E-01 -1.06351405E-01
  5.03885010E-01 -1.12378004E-01
  5.05261605E-01 -1.18408058E-01
  5.06389046E-01 -1.24435420E-01
  5.07268759E-01 -1.30453978E-01
  5.07902215E-01 -1.36457654E-01
  5.08290935E-01 -1.42440399E-01
  5.08436490E-01 -1.48396198E-01
  5.08340504E-01 -1.54319063E-01
  5.08004652E-01 -1.60203036E-01
  5.07430662E-01 -1.66042186E-01
  5.06620319E-01 -1.71830609E-01
  5.05575461E-01 -1.77562425E-01
  5.04297983E-01 -1.83231778E-01
  5.02789839E-01 -1.88832837E-01
  5.01053038E-01 -1.94359794E-01
  4.99089649E-01 -1.99806860E-01
  4.96901800E-01 -2.05168268E-01
  4.94491676E-01 -2.10438271E-01
  4.91861525E-01 -2.15611140E-01
  4.89013653E-01 -2.20681163E-01
  4.85950426E-01 -2.25642645E-01
  4.82674273E-01 -2.30489906E-01
  4.79187683E-01 -2.35217280E-01
  4.75493205E-01 -2.39819116E-01
  4.71593451E-01 -2.44289770E-01
  4.67491093E-01 -2.48623613E-01
  4.63188867E-01 -2.52815022E-01
  4.58689566E-01 -2.56858381E-01
  4.53996051E-01 -2.60748080E-01
  4.49111238E-01 -2.64478513E-01
  4.44038109E-01 -2.68044074E-01
  4.38779706E-01 -2.71439159E-01
  4.33339132E-01 -2.74658157E-01
  4.27719551E-01 -2.77695455E-01
  4.21924188E-01 -2.80545430E-01
  4.15956329E-01 -2.83202449E-01
  4.09819321E-01 -2.85660862E-01
  4.03516568E-01 -2.87915003E-01
  3.97051536E-01 -2.89959185E-01
  3.90427751E-01 -2.91787692E-01
  3.83648796E-01 -2.93394779E-01
  3.76718311E-01 -2.94774664E-01
  3.69639997E-01 -2.95921525E-01
  3.62417609E-01 -2.96829491E-01
  3.55054959E-01 -2.97492637E-01
  3.47555915E-01 -2.97904976E-01
  3.39924399E-01 -2.98060451E-01
  3.32164385E-01 -2.97952925E-01
  3.24279902E-01 -2.97576172E-01
  3.16275028E-01 -2.96923866E-01
  3.08153892E-01 -2.95989566E-01
  2.99920669E-01 -2.94766704E-01
  2.91579583E-01 -2.93248570E-01
  2.83134900E-01 -2.91428290E-01
  2.74590930E-01 -2.89298813E-01
  2.65952022E-01 -2.86852881E-01
  2.57222561E-01 -2.84083009E-01
  2.48406966E-01 -2.80981453E-01
  2.39509686E-01 -2.77540177E-01
  2.30535196E-01 -2.73750816E-01
  2.21487988E-01 -2.69604630E-01
  2.12372574E-01 -2.65092453E-01
  2.03193470E-01 -2.60204637E-01
  1.93955193E-01 -2.54930976E-01
